system:index,area,landcover,grid,.geo,lon,lat
1_2_3187_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05057052524775,30.230061025425933]}",107.0505705,30.23006103
1_2_3188_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94708460451719,30.102320592024135]}",106.9470846,30.10232059
1_2_3189_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.083987853817,30.24892564639244]}",107.0839879,30.24892565
1_2_3190_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16321926187634,30.264017343165648]}",107.1632193,30.26401734
1_2_3191_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03547882847455,30.27048521321131]}",107.0354788,30.27048521
1_2_3192_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03116691511077,30.257549473119987]}",107.0311669,30.25754947
1_2_3193_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1621412835354,30.279109039938856]}",107.1621413,30.27910904
1_2_3194_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96271529046086,30.18316896759489]}",106.9627153,30.18316897
1_2_3195_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14381565173936,30.243535754687723]}",107.1438157,30.24353575
1_2_3196_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07751998377134,30.215508317823193]}",107.07752,30.21550832
1_2_3197_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98535283562067,30.158914454923664]}",106.9853528,30.15891445
1_2_3198_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90127052502709,30.17238918418546]}",106.9012705,30.17238918
1_2_3199_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10770337731776,30.319533227724236]}",107.1077034,30.31953323
1_2_3200_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04895355773634,30.20149459939093]}",107.0489536,30.2014946
1_2_3201_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96810518216559,30.145978714832342]}",106.9681052,30.14597871
1_2_3202_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09961853976068,30.348099653759235]}",107.0996185,30.34809965
1_2_3203_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04518063354304,30.248386657221968]}",107.0451806,30.24838666
1_2_3204_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09638460473785,30.359418426339143]}",107.0963846,30.35941843
1_2_3205_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14435464090984,30.209579436948005]}",107.1443546,30.20957944
1_2_3206_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98912575981397,30.115256332115457]}",106.9891258,30.11525633
1_2_3207_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13411384667087,30.31737727104235]}",107.1341138,30.31737727
1_2_3208_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06188929782766,30.18586391344725]}",107.0618893,30.18586391
1_2_3209_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1201001282386,30.189636837640553]}",107.1201001,30.18963684
1_2_3210_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0516485035887,30.255932505608573]}",107.0516485,30.25593251
1_2_3211_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90180951419757,30.127114093865835]}",106.9018095,30.12711409
1_2_3212_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13573081418228,30.225749112062157]}",107.1357308,30.22574911
1_2_3213_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15944633768304,30.354028534634423]}",107.1594463,30.35402853
1_2_3214_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14920554344408,30.228983047084988]}",107.1492055,30.22898305
1_2_3215_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07320807040756,30.26725127818848]}",107.0732081,30.26725128
1_2_3216_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14219868422795,30.296895682564422]}",107.1421987,30.29689568
1_2_3217_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92875897272114,30.17993503257206]}",106.928759,30.17993503
1_2_3218_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1028524747835,30.300668606757725]}",107.1028525,30.30066861
1_2_3219_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12926294413663,30.253776548926687]}",107.1292629,30.25377655
1_2_3220_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11147630151106,30.22952203625546]}",107.1114763,30.22952204
1_2_3221_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92606402686879,30.12927005054772]}",106.926064,30.12927005
1_2_3222_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12872395496615,30.19233178349291]}",107.128724,30.19233178
1_2_3223_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00691240243954,30.1982606643681]}",107.0069124,30.19826066
1_2_3224_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97403406304078,30.096391711148947]}",106.9740341,30.09639171
1_2_3225_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13357485750039,30.216047306993666]}",107.1335749,30.21604731
1_2_3226_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00691240243954,30.22952203625546]}",107.0069124,30.22952204
1_2_3227_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10716438814728,30.23868485215348]}",107.1071644,30.23868485
1_2_3228_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15297846763738,30.18478593510631]}",107.1529785,30.18478594
1_2_3229_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14974453261455,30.26779026735895]}",107.1497445,30.26779027
1_2_3230_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08722178883983,30.221976187868854]}",107.0872218,30.22197619
1_2_3231_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07590301625993,30.259705429801876]}",107.075903,30.25970543
1_2_3232_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1184831607272,30.259705429801876]}",107.1184832,30.25970543
1_2_3233_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03224489345172,30.221437198698382]}",107.0322449,30.2214372
1_2_3234_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14758857593266,30.186941891788194]}",107.1475886,30.18694189
1_2_3235_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13896474920512,30.269407234870368]}",107.1389647,30.26940723
1_2_3236_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08075391879417,30.306597487632914]}",107.0807539,30.30659749
1_2_3237_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15621240266022,30.28665488832546]}",107.1562124,30.28665489
1_2_3238_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16537521855822,30.2306000145964]}",107.1653752,30.23060001
1_2_3239_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16106330519446,30.265634310677065]}",107.1610633,30.26563431
1_2_3240_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05434344944105,30.216586296164138]}",107.0543434,30.2165863
1_2_3241_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1163272040453,30.221437198698382]}",107.1163272,30.2214372
1_2_3242_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07105211372568,30.228444057914515]}",107.0710521,30.22844406
1_2_3243_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05057052524775,30.200955610220458]}",107.0505705,30.20095561
1_2_3244_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98912575981397,30.14166680146857]}",106.9891258,30.1416668
1_2_3245_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13842576003465,30.32438413025848]}",107.1384258,30.32438413
1_2_3246_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91312828677746,30.124419148013477]}",106.9131283,30.12441915
1_2_3247_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12171709575001,30.33031301113367]}",107.1217171,30.33031301
1_2_3248_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90989435175463,30.108249472899324]}",106.9098944,30.10824947
1_2_3249_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13842576003465,30.24191878717631]}",107.1384258,30.24191879
1_2_3250_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13788677086417,30.34917763210018]}",107.1378868,30.34917763
1_2_3251_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16052431602398,30.253237559756215]}",107.1605243,30.25323756
1_2_3252_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13788677086417,30.196104707686214]}",107.1378868,30.19610471
1_2_3253_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07967594045323,30.199877631879517]}",107.0796759,30.19987763
1_2_3254_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90396547087944,30.131426007229607]}",106.9039655,30.13142601
1_2_3255_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1012355072721,30.29959062841678]}",107.1012355,30.29959063
1_2_3256_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15782937017163,30.26725127818848]}",107.1578294,30.26725128
1_2_3257_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.912589297607,30.152446584878003]}",106.9125893,30.15244658
1_2_3258_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03224489345172,30.225749112062157]}",107.0322449,30.22574911
1_2_3259_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15405644597833,30.29851265007584]}",107.1540564,30.29851265
1_2_3260_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10069651810163,30.189636837640553]}",107.1006965,30.18963684
1_2_3261_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95516944207426,30.171850195014986]}",106.9551694,30.1718502
1_2_3262_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0953066263969,30.206884491095646]}",107.0953066,30.20688449
1_2_3263_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04248568769067,30.22628810123263]}",107.0424857,30.2262881
1_2_3264_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1373477816937,30.19179279432244]}",107.1373478,30.19179279
1_2_3265_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,30.136276909763854]}",106.9400777,30.13627691
1_2_3266_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08668279966936,30.228983047084988]}",107.0866828,30.22898305
1_2_3267_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93145391857351,30.16915524916263]}",106.9314539,30.16915525
1_2_3268_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12063911740907,30.225210122891685]}",107.1206391,30.22521012
1_2_3269_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06135030865718,30.22035922035744]}",107.0613503,30.22035922
1_2_3270_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11309326902247,30.34594369707735]}",107.1130933,30.3459437
1_2_3271_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0381737743269,30.19556571851574]}",107.0381738,30.19556572
1_2_3272_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04679760105445,30.27102420238178]}",107.0467976,30.2710242
1_2_3273_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1201001282386,30.268868245699895]}",107.1201001,30.26886825
1_2_3274_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00691240243954,30.218742252846024]}",107.0069124,30.21874225
1_2_3275_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98643081396162,30.161609400776022]}",106.9864308,30.1616094
1_2_3276_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91043334092511,30.164843335798853]}",106.9104333,30.16484334
1_2_3277_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99667160820059,30.218742252846024]}",106.9966716,30.21874225
1_2_3278_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95840337709708,30.127653083036307]}",106.9584034,30.12765308
1_2_3279_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15836835934209,30.262939364824707]}",107.1583684,30.26293936
1_2_3280_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03116691511077,30.24299676551725]}",107.0311669,30.24299677
1_2_3281_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02577702340605,30.259705429801876]}",107.025777,30.25970543
1_2_3282_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16375825104681,30.216586296164138]}",107.1637583,30.2165863
1_2_3283_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91582323262982,30.095313732808002]}",106.9158232,30.09531373
1_2_3284_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0193091533604,30.202033588561402]}",107.0193092,30.20203359
1_2_3285_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08183189713512,30.28934983417782]}",107.0818319,30.28934983
1_2_3286_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08344886464653,30.25862745146093]}",107.0834489,30.25862745
1_2_3287_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02954994759936,30.249464635562912]}",107.0295499,30.24946464
1_2_3288_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00852936995096,30.23545091713065]}",107.0085294,30.23545092
1_2_3289_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08183189713512,30.21065741528895]}",107.0818319,30.21065742
1_2_3290_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11524922570436,30.289888823348292]}",107.1152492,30.28988882
1_2_3291_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92444705935738,30.120646223820174]}",106.9244471,30.12064622
1_2_3292_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93522684276681,30.131426007229607]}",106.9352268,30.13142601
1_2_3293_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13357485750039,30.290427812518764]}",107.1335749,30.29042781
1_2_3294_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1659142077287,30.327079076110838]}",107.1659142,30.32707908
1_2_3295_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92121312433454,30.143283768979984]}",106.9212131,30.14328377
1_2_3296_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13034092247757,30.23545091713065]}",107.1303409,30.23545092
1_2_3297_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05218749275917,30.25808846229046]}",107.0521875,30.25808846
1_2_3298_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01877016418992,30.23868485215348]}",107.0187702,30.23868485
1_2_3299_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91205030843652,30.1734671625264]}",106.9120503,30.17346716
1_2_3300_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93846077778964,30.164843335798853]}",106.9384608,30.16484334
1_2_3301_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11902214989766,30.279109039938856]}",107.1190221,30.27910904
1_2_3302_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10231348561304,30.34648268624782]}",107.1023135,30.34648269
1_2_3303_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15136150012596,30.24515272219914]}",107.1513615,30.24515272
1_2_3304_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95948135543803,30.16322636828744]}",106.9594814,30.16322637
1_2_3305_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91366727594794,30.098547667830832]}",106.9136673,30.09854767
1_2_3306_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04302467686115,30.228444057914515]}",107.0430247,30.22844406
1_2_3307_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0990795505902,30.273180159063667]}",107.0990796,30.27318016
1_2_3308_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15459543514879,30.25108160307433]}",107.1545954,30.2510816
1_2_3309_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12171709575001,30.224671133721213]}",107.1217171,30.22467113
1_2_3310_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1448936300803,30.312526368508102]}",107.1448936,30.31252637
1_2_3311_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9659492254837,30.11687329962687]}",106.9659492,30.1168733
1_2_3312_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06458424368002,30.24515272219914]}",107.0645842,30.24515272
1_2_3313_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.083987853817,30.271563191552254]}",107.0839879,30.27156319
1_2_3314_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07374705957804,30.271563191552254]}",107.0737471,30.27156319
1_2_3315_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0802149296237,30.305519509291972]}",107.0802149,30.30551951
1_2_3316_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05596041695247,30.253776548926687]}",107.0559604,30.25377655
1_2_3317_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11093731234058,30.24569171136961]}",107.1109373,30.24569171
1_2_3318_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10069651810163,30.259705429801876]}",107.1006965,30.25970543
1_2_3319_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1201001282386,30.200955610220458]}",107.1201001,30.20095561
1_2_3320_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07213009206663,30.220898209527913]}",107.0721301,30.22089821
1_2_3321_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15351745680785,30.200955610220458]}",107.1535175,30.20095561
1_2_3322_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05973334114577,30.187480880958667]}",107.0597333,30.18748088
1_2_3323_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01068532663285,30.190714815981497]}",107.0106853,30.19071482
1_2_3324_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16052431602398,30.29366174754159]}",107.1605243,30.29366175
1_2_3325_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10339146395398,30.313604346849047]}",107.1033915,30.31360435
1_2_3326_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09422864805596,30.212813371970835]}",107.0942286,30.21281337
1_2_3327_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02362106672417,30.247308678881026]}",107.0236211,30.24730868
1_2_3328_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04140770934974,30.188558859299608]}",107.0414077,30.18855886
1_2_3329_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95948135543803,30.142205790639043]}",106.9594814,30.14220579
1_2_3330_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0726690812371,30.262939364824707]}",107.0726691,30.26293936
1_2_3331_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08829976718077,30.198799653538572]}",107.0882998,30.19879965
1_2_3332_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1201001282386,30.202572577731875]}",107.1201001,30.20257258
1_2_3333_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07374705957804,30.190175826811025]}",107.0737471,30.19017583
1_2_3334_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98427485727973,30.152446584878003]}",106.9842749,30.15244658
1_2_3335_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11201529068153,30.20742348026612]}",107.1120153,30.20742348
1_2_3336_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00960734829191,30.21982023118697]}",107.0096073,30.21982023
1_2_3337_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05218749275917,30.264017343165648]}",107.0521875,30.26401734
1_2_3338_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09099471303313,30.28665488832546]}",107.0909947,30.28665489
1_2_3339_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16160229436493,30.343787740395463]}",107.1616023,30.34378774
1_2_3340_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14273767339841,30.354028534634423]}",107.1427377,30.35402853
1_2_3341_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04464164437256,30.249464635562912]}",107.0446416,30.24946464
1_2_3342_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11147630151106,30.217664274505083]}",107.1114763,30.21766427
1_2_3343_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01823117501945,30.264017343165648]}",107.0182312,30.26401734
1_2_3344_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15028352178503,30.290966801689233]}",107.1502835,30.2909668
1_2_3345_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10069651810163,30.263478353995175]}",107.1006965,30.26347835
1_2_3346_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02577702340605,30.214969328652725]}",107.025777,30.21496933
1_2_3347_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07320807040756,30.26455633233612]}",107.0732081,30.26455633
1_2_3348_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08937774552172,30.282342974961686]}",107.0893777,30.28234297
1_2_3349_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98319687893878,30.1163343104564]}",106.9831969,30.11633431
1_2_3350_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92067413516408,30.118490267138288]}",106.9206741,30.11849027
1_2_3351_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14543261925077,30.18586391344725]}",107.1454326,30.18586391
1_2_3352_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10824236648823,30.33570290283839]}",107.1082424,30.3357029
1_2_3353_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15351745680785,30.34917763210018]}",107.1535175,30.34917763
1_2_3354_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07590301625993,30.2306000145964]}",107.075903,30.23060001
1_2_3355_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0877607780103,30.249464635562912]}",107.0877608,30.24946464
1_2_3356_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15190048929644,30.350255610441124]}",107.1519005,30.35025561
1_2_3357_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93307088608492,30.17670109754923]}",106.9330709,30.1767011
1_2_3358_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93037594023257,30.15729748741225]}",106.9303759,30.15729749
1_2_3359_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08722178883983,30.255932505608573]}",107.0872218,30.25593251
1_2_3360_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09315066971502,30.19556571851574]}",107.0931507,30.19556572
1_2_3361_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11578821487483,30.351872577952538]}",107.1157882,30.35187258
1_2_3362_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06620121119144,30.189636837640553]}",107.0662012,30.18963684
1_2_3363_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9449286478353,30.158914454923664]}",106.9449286,30.15891445
1_2_3364_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96756619299511,30.10339857036508]}",106.9675662,30.10339857
1_2_3365_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97834597640454,30.140588823127626]}",106.978346,30.14058882
1_2_3366_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15405644597833,30.210118426118477]}",107.1540564,30.21011843
1_2_3367_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97457305221124,30.12603611552489]}",106.9745731,30.12603612
1_2_3368_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08129290796464,30.27695308325697]}",107.0812929,30.27695308
1_2_3369_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91528424345935,30.17023322750357]}",106.9152842,30.17023323
1_2_3370_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90504344922039,30.137893877275268]}",106.9050434,30.13789388
1_2_3371_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96648821465416,30.14813467151423]}",106.9664882,30.14813467
1_2_3372_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10446944229493,30.331390989474613]}",107.1044694,30.33139099
1_2_3373_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02793298008794,30.241379798005838]}",107.027933,30.2413798
1_2_3374_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13249687915946,30.32115019523565]}",107.1324969,30.3211502
1_2_3375_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08290987547606,30.34971662127065]}",107.0829099,30.34971662
1_2_3376_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0705131245552,30.26132239731329]}",107.0705131,30.2613224
1_2_3377_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0651232328505,30.269946224040837]}",107.0651232,30.26994622
