system:index,area,landcover,grid,.geo
1_1_2957_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50116089748026,30.40127991857911]}"
1_1_2958_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31341300309927,30.526145743071726]}"
1_1_2959_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.410263071420307]}"
1_1_2960_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37809170355588,30.486619870570465]}"
1_1_2961_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49846595162789,30.44439905221685]}"
1_1_2962_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28376859872333,30.490213131706945]}"
1_1_2963_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37180349656704,30.47673840244515]}"
1_1_2964_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35922708258937,30.514467644378172]}"
1_1_2965_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5308053018562,30.413856332556787]}"
1_1_2966_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53439856299268,30.38511024346496]}"
1_1_2967_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42570241361422,30.51536595966229]}"
1_1_2968_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37180349656704,30.488416501138705]}"
1_1_2969_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2595140860521,30.576451398982417]}"
1_1_2970_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21729326769848,30.559383408584146]}"
1_1_2971_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40504116207947,30.456077150910403]}"
1_1_2972_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34934561446406,30.490213131706945]}"
1_1_2973_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3933630633859,30.51806090551465]}"
1_1_2974_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25412419434738,30.604299172790125]}"
1_1_2975_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29454838213276,30.49650133869578]}"
1_1_2976_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40863442321594,30.53692552648116]}"
1_1_2977_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40953273850006,30.47943334829751]}"
1_1_2978_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44726198043308,30.468653564888076]}"
1_1_2979_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42660072889834,30.494704708127543]}"
1_1_2980_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4158209454889,30.51806090551465]}"
1_1_2981_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40414284679535,30.531535634776443]}"
1_1_2982_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41761757605714,30.485721555286347]}"
1_1_2983_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47331312367255,30.375228775339647]}"
1_1_2984_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35204056031641,30.539620472333517]}"
1_1_2985_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45983839441075,30.452483889773923]}"
1_1_2986_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33587088520227,30.525247427787605]}"
1_1_2987_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38078664940824,30.474941771876914]}"
1_1_2988_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45085524156956,30.419246224261503]}"
1_1_2989_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52361877958324,30.37253382948729]}"
1_1_2990_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26220903190446,30.561180039152386]}"
1_1_2991_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45534681799016,30.37253382948729]}"
1_1_2992_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3421590921911,30.48033166358163]}"
1_1_2993_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32868436292931,30.509976067957574]}"
1_1_2994_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3331759393499,30.474941771876914]}"
1_1_2995_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5308053018562,30.450687259205687]}"
1_1_2996_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53709350884503,30.416551278409145]}"
1_1_2997_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29454838213276,30.529739004208203]}"
1_1_2998_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4113293690683,30.456077150910403]}"
1_1_2999_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28915849042805,30.471348510740434]}"
1_1_3000_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36910855071469,30.522552481935247]}"
1_1_3001_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33946414633874,30.522552481935247]}"
1_1_3002_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31071805724692,30.486619870570465]}"
1_1_3003_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38707485639708,30.48302660943399]}"
1_1_3004_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41312599963655,30.506382806821097]}"
1_1_3005_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52272046429913,30.42014453954562]}"
1_1_3006_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51912720316264,30.414754647840905]}"
1_1_3007_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4661266013996,30.403974864431472]}"
1_1_3008_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1993269620161,30.5755530836983]}"
1_1_3009_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38258327997647,30.469551880172194]}"
1_1_3010_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37719338827176,30.475840087161032]}"
1_1_3011_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31520963366751,30.530637319492325]}"
1_1_3012_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38976980224943,30.53243395006056]}"
1_1_3013_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49666932105966,30.429127692386817]}"
1_1_3014_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43109230531893,30.48212829414987]}"
1_1_3015_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35383719088465,30.529739004208203]}"
1_1_3016_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45534681799016,30.40577149499971]}"
1_1_3017_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35293887560053,30.537823841765277]}"
1_1_3018_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43558388173953,30.468653564888076]}"
1_1_3019_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45534681799016,30.42014453954562]}"
1_1_3020_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47960133066138,30.365347307214332]}"
1_1_3021_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38348159526059,30.46326367318336]}"
1_1_3022_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33497256991814,30.49829796926402]}"
1_1_3023_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49127942935495,30.408466440852067]}"
1_1_3024_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29095512099629,30.491111446991063]}"
1_1_3025_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21280169127789,30.621367163188395]}"
1_1_3026_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4068377926477,30.503687860968736]}"
1_1_3027_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47960133066138,30.427331061818577]}"
1_1_3028_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39605800923827,30.537823841765277]}"
1_1_3029_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34036246162286,30.465958619035717]}"
1_1_3030_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33497256991814,30.526145743071726]}"
1_1_3031_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34126077690698,30.516264274946412]}"
1_1_3032_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51643225731029,30.433619268807416]}"
1_1_3033_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53439856299268,30.376127090623765]}"
1_1_3034_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26041240133623,30.615078956199557]}"
1_1_3035_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41402431492067,30.488416501138705]}"
1_1_3036_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3879731716812,30.455178835626285]}"
1_1_3037_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34036246162286,30.48212829414987]}"
1_1_3038_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2226831594032,30.5710615072777]}"
1_1_3039_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18225897161783,30.583637921255374]}"
1_1_3040_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4849912223661,30.432720953523294]}"
1_1_3041_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49756763634377,30.433619268807416]}"
1_1_3042_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31431131838339,30.475840087161032]}"
1_1_3043_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46432997083136,30.44799231335333]}"
1_1_3044_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3008365891216,30.529739004208203]}"
1_1_3045_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52721204071972,30.411161386704425]}"
1_1_3046_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37988833412412,30.510874383241692]}"
1_1_3047_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46343165554724,30.40127991857911]}"
1_1_3048_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23076799696028,30.582739605971256]}"
1_1_3049_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3008365891216,30.537823841765277]}"
1_1_3050_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50205921276438,30.431822638239176]}"
1_1_3051_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48768616821846,30.438110845228014]}"
1_1_3052_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24244609565383,30.5710615072777]}"
1_1_3053_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50385584333262,30.434517584091534]}"
1_1_3054_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4661266013996,30.445297367500967]}"
1_1_3055_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40593947736359,30.510874383241692]}"
1_1_3056_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29903995855337,30.454280520342163]}"
1_1_3057_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23525957338087,30.55668846273179]}"
1_1_3058_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51463562674205,30.440805791080372]}"
1_1_3059_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30532816554219,30.467755249603957]}"
1_1_3060_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4068377926477,30.47853503301339]}"
1_1_3061_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36731192014645,30.50009459983226]}"
1_1_3062_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40324453151122,30.456077150910403]}"
1_1_3063_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44277040401249,30.509077752673456]}"
1_1_3064_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20022527730022,30.581841290687137]}"
1_1_3065_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45804176384252,30.40666981028383]}"
1_1_3066_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35473550616878,30.457873781478643]}"
1_1_3067_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27029386946154,30.544112048754116]}"
1_1_3068_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5029575280485,30.40936475613619]}"
1_1_3069_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29814164326925,30.48302660943399]}"
1_1_3070_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34575235332758,30.51536595966229]}"
1_1_3071_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39785463980651,30.50009459983226]}"
1_1_3072_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26580229304093,30.562976669720626]}"
1_1_3073_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42300746776186,30.512671013809932]}"
1_1_3074_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20561516900493,30.551298571027072]}"
1_1_3075_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38168496469235,30.5018912304005]}"
1_1_3076_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5119406808897,30.42194117011386]}"
1_1_3077_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39066811753355,30.457873781478643]}"
1_1_3078_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30712479611044,30.508179437389334]}"
1_1_3079_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2918534362804,30.530637319492325]}"
1_1_3080_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32329447122459,30.50009459983226]}"
1_1_3081_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22986968167616,30.597112650517168]}"
1_1_3082_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27837870701862,30.503687860968736]}"
1_1_3083_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47780470009315,30.421042854829743]}"
1_1_3084_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51553394202617,30.402178233863232]}"
1_1_3085_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38617654111296,30.466856934319836]}"
1_1_3086_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21549663713024,30.61597727148368]}"
1_1_3087_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22537810525556,30.576451398982417]}"
1_1_3088_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2864635445757,30.46146704261512]}"
1_1_3089_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20831011485728,30.5710615072777]}"
1_1_3090_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28826017514393,30.475840087161032]}"
1_1_3091_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20651348428905,30.57285813784594]}"
1_1_3092_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4113293690683,30.47853503301339]}"
1_1_3093_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50655078918497,30.377025405907883]}"
1_1_3094_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38527822582884,30.47943334829751]}"
1_1_3095_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37899001884,30.48302660943399]}"
1_1_3096_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42749904418245,30.509976067957574]}"
1_1_3097_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37449844241941,30.489314816422826]}"
1_1_3098_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37899001884,30.466856934319836]}"
1_1_3099_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29814164326925,30.500992915116377]}"
1_1_3100_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44726198043308,30.477636717729272]}"
1_1_3101_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18854717860665,30.620468847904274]}"
1_1_3102_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46522828611548,30.428229377102696]}"
1_1_3103_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45355018742192,30.3869068740332]}"
1_1_3104_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25412419434738,30.599807596369526]}"
1_1_3105_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3879731716812,30.47673840244515]}"
1_1_3106_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39965127037475,30.492009762275185]}"
1_1_3107_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4526518721378,30.36714393778257]}"
1_1_3108_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27837870701862,30.46146704261512]}"
1_1_3109_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45085524156956,30.414754647840905]}"
1_1_3110_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40414284679535,30.514467644378172]}"
1_1_3111_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42570241361422,30.48302660943399]}"
1_1_3112_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50026258219613,30.451585574489805]}"
1_1_3113_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37629507298765,30.506382806821097]}"
1_1_3114_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34126077690698,30.48033166358163]}"
1_1_3115_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50655078918497,30.36714393778257]}"
1_1_3116_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45444850270604,30.41834790897738]}"
1_1_3117_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31610794895164,30.529739004208203]}"
1_1_3118_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30892142667868,30.527044058355845]}"
1_1_3119_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38348159526059,30.464161988467477]}"
1_1_3120_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20561516900493,30.546806994606474]}"
1_1_3121_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44905861100132,30.47673840244515]}"
1_1_3122_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53799182412915,30.38151698232848]}"
1_1_3123_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49307605992318,30.452483889773923]}"
1_1_3124_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42390578304598,30.487518185854587]}"
1_1_3125_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49217774463906,30.43990747579625]}"
1_1_3126_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19303875502726,30.562976669720626]}"
1_1_3127_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30173490440572,30.472246826024556]}"
1_1_3128_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30892142667868,30.48302660943399]}"
1_1_3129_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30173490440572,30.45697546619452]}"
1_1_3130_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23795451923324,30.621367163188395]}"
1_1_3131_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52451709486736,30.42463611596622]}"
1_1_3132_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49756763634377,30.427331061818577]}"
1_1_3133_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26939555417742,30.62945200074547]}"
1_1_3134_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51643225731029,30.415652963125023]}"
1_1_3135_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53170361714032,30.440805791080372]}"
1_1_3136_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46432997083136,30.42014453954562]}"
1_1_3137_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40593947736359,30.468653564888076]}"
1_1_3138_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52002551844676,30.363550676646092]}"
1_1_3139_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23076799696028,30.553095201595312]}"
1_1_3140_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4337872511713,30.500992915116377]}"
1_1_3141_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42300746776186,30.514467644378172]}"
1_1_3142_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4661266013996,30.40666981028383]}"
1_1_3143_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52811035600384,30.38780518931732]}"
1_1_3144_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46792323196783,30.391398450453796]}"
1_1_3145_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38258327997647,30.465958619035717]}"
1_1_3146_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35832876730525,30.527044058355845]}"
1_1_3147_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5352968782768,30.40127991857911]}"
1_1_3148_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36012539787349,30.5387221570494]}"
1_1_3149_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21010674542553,30.559383408584146]}"
1_1_3150_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3241927865087,30.502789545684617]}"
1_1_3151_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42390578304598,30.472246826024556]}"
1_1_3152_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37449844241941,30.511772698525814]}"
1_1_3153_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49936426691201,30.40127991857911]}"
1_1_3154_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34575235332758,30.48482324000223]}"
1_1_3155_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49127942935495,30.400381603294992]}"
1_1_3156_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52721204071972,30.392296765737917]}"
1_1_3157_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51643225731029,30.397686657442634]}"
1_1_3158_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29365006684864,30.468653564888076]}"
1_1_3159_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3421590921911,30.507281122105216]}"
1_1_3160_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39785463980651,30.527044058355845]}"
1_1_3161_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4203125219095,30.510874383241692]}"
1_1_3162_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39066811753355,30.516264274946412]}"
1_1_3163_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32868436292931,30.510874383241692]}"
1_1_3164_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39605800923827,30.522552481935247]}"
1_1_3165_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20651348428905,30.628553685461352]}"
1_1_3166_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1858522327543,30.55668846273179]}"
1_1_3167_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40773610793183,30.542315418185876]}"
1_1_3168_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53978845469739,30.388703504601438]}"
1_1_3169_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38527822582884,30.464161988467477]}"
1_1_3170_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37988833412412,30.49919628454814]}"
1_1_3171_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45444850270604,30.38421192818084]}"
1_1_3172_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.23436125809675,30.564773300288866]}"
1_1_3173_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27837870701862,30.54051878761764]}"
1_1_3174_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4715164931043,30.435415899375652]}"
1_1_3175_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47421143895667,30.380618667044363]}"
1_1_3176_0,0,1,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29454838213276,30.50009459983226]}"
1_1_3177_0,0,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43648219702365,30.46326367318336]}"
1_1_3178_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48858448350258,30.40936475613619]}"
1_1_3179_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24514104150619,30.56028172386827]}"
1_1_3180_0,0,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22627642053968,30.561180039152386]}"
1_1_3181_0,0,1,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4849912223661,30.40577149499971]}"
